0,0
0.15,0.25
0.25,0.15
0.15,0.15
0.25747,0.15542
0.99866,0.52654
0.41527,0.97894
0.079892,0.79932
0.58219,0.88468
0.67539,0.73713
0.44534,0.51817
0.40198,0.5277
0.72404,0.82547
0.84489,0.94403
0.32702,0.15665
0.57525,0.41259
-0.06674,0.79844
0.39582,0.084712
1.0376,0.42256
0.69426,0.20224
0.19981,0.99281
0.60636,0.43157
0.37635,0.13757
0.084267,0.45396
0.7524,0.74773
0.8434,0.24642
0.50104,0.095294
0.69854,0.079503
0.46244,0.48503
0.15423,1.0545
0.62615,0.60444
0.49167,0.23426
0.57401,0.22562
-0.032365,0.21567
0.14302,0.44665
0.53047,0.047561
0.72684,0.63986
0.62924,0.66523
0.917,0.74592
0.79293,-0.068375
1.0146,0.20493
0.12059,0.77424
0.68008,0.78471
0.59226,0.25183
0.0032046,0.072386
0.44631,0.1634
-0.067822,0.8715
-0.012363,0.94959
0.97988,0.51191
0.44523,0.64452
0.099684,0.55418
0.95243,0.84498
0.69079,0.48789
0.63271,0.97079
0.082705,0.82027
0.81295,0.43177
0.38288,0.27035
0.3567,0.94957
0.83375,0.40895
0.73956,0.38603
0.28635,0.077876
-0.02786,0.057776
0.43405,0.12831
0.40474,0.75729
0.81143,0.79263
0.34726,1.0535
0.13944,0.44451
0.68637,0.34714
1.01,0.8922
0.64869,0.50217
0.15652,-0.049713
0.82609,0.30513
1.0521,0.40579
0.98858,0.32324
0.61676,0.013168
1.0137,0.88521
0.82495,-0.0057539
0.50171,0.2643
0.8234,1.0437
0.65321,0.51607
0.23992,0.81604
0.95098,0.85367
0.77714,0.53431
0.56678,0.44841
0.2304,0.85681
0.73865,0.51659
0.64773,0.14174
0.027161,0.22255
0.58369,0.28795
0.1065,0.52664
-0.030404,0.61569
0.61957,0.025525
0.63233,0.70481
0.98642,0.25224
0.084385,0.47786
0.23447,0.48161
0.11707,0.99351
0.23894,0.060327
0.08088,0.21226
1.0158,0.23783
0.10137,0.31128
0.023011,0.84323
0.63667,0.18788
0.27874,0.26287
0.35393,0.85625
1.0487,0.16009
0.93719,0.13588
0.15381,-0.063517
1.0413,0.93981
0.38838,0.15399
0.45797,0.55226
0.58591,0.78962
0.94526,0.039327
0.53898,0.088062
0.51208,0.40771
0.30393,0.77187
0.59309,0.33201
0.4116,-0.057068
0.55066,0.42697
0.6733,0.45235
0.013637,0.53199
0.57562,0.84475
0.31252,0.69307
0.12815,0.036686
0.44748,0.097503
0.21317,0.26905
-0.027316,0.084212
0.43078,0.70546
-0.086953,0.30863
0.523,0.074469
0.017805,0.22321
0.71615,-0.032346
0.53631,0.24657
0.58099,0.023189
0.41287,0.25913
0.34097,0.84404
0.47845,0.26595
0.1329,-0.063629
0.58937,0.47752
0.052192,0.90934
0.3732,0.052608
0.73731,0.44395
0.22099,0.088029
0.40547,0.66067
0.63686,0.48407
-0.024129,0.93963
0.21577,0.033881
0.72619,0.18024
0.10315,0.13299
0.69223,0.6648
0.67336,0.21708
0.47306,0.25118
0.5414,0.47903
0.97038,0.5975
0.15909,-0.038725
0.24084,0.56407
0.67136,0.35469
0.56404,0.73676
0.71699,0.70212
0.31412,0.5739
0.32874,0.53958
0.26747,0.074878
0.62127,0.54602
0.50267,0.67573
0.88847,0.44475
-0.02157,0.33471
0.15722,-0.024042
0.63186,0.063738
0.79626,0.7089
-0.005889,0.44669
0.18741,0.49139
0.068393,0.62746
0.44511,0.42142
0.4884,0.60444
0.11007,-0.058693
0.50613,0.92288
0.74207,0.092292
0.11028,0.26159
0.021352,0.45336
0.20784,0.13703
0.38446,0.66364
0.45462,0.10554
0.12781,0.27524
0.20268,0.34876
0.20734,-0.00073124
0.2336,0.46905
0.30594,0.47181
0.42618,0.96342
0.41207,0.35242
0.57853,0.67241
0.026481,0.75291
0.90566,0.41219
0.72096,0.92243
0.3065,0.91462
0.17816,0.62507
0.54708,0.68852
0.29468,0.74647
0.15848,0.51627
-0.076483,0.29104
0.82272,0.29509
0.16177,1.0785
0.4155,0.86476
0.72128,0.07821
0.088776,0.51116
0.4853,0.9193
0.33034,0.31861
0.3604,0.79482
0.64657,0.56556
0.80156,0.61676
0.68669,0.49896
0.47399,0.10485
0.48328,0.46879
0.6368,0.82969
0.48334,0.30389
0.47436,0.36849
0.38422,0.45978
0.5208,0.51244
0.4045,0.46307
1.0513,0.3444
0.47938,0.31837
1.0401,0.067888
0.67839,1.0496
0.48034,0.4397
1.0396,0.56432
0.726,1.0585
0.36537,0.25841
0.40615,0.44637
0.047374,0.015183
0.56481,0.62148
0.69025,-0.057241
0.71373,0.61311
0.5389,0.25158
0.51887,0.20163
0.14179,0.96306
0.26278,0.24296
-0.015084,0.35707
0.5374,0.34041
0.36798,0.95209
0.17101,0.56673
0.24097,1.0119
0.54357,0.62044
0.38828,0.90751
0.68,0.97815
0.4428,0.52837
1.0653,0.39207
0.83919,0.14846
0.96333,0.50196
0.88719,0.47063
0.58711,0.35492
0.42566,0.8288
0.33968,-0.017884
0.4656,0.28484
-0.024303,0.26476
0.17388,0.28227
0.078011,0.055199
0.50159,0.19628
0.044917,0.89312
0.21323,0.051919
0.74109,0.52
0.9313,0.7862
0.1267,0.076085
0.2766,0.46537
0.61091,0.54987
0.27989,0.038442
0.98982,0.61642
0.78289,-0.077719
0.6351,0.38954
0.89381,0.8349
0.73182,0.42086
0.73549,0.89124
0.57215,0.17776
0.65898,0.54642
0.76334,0.61746
0.62647,0.21161
0.87199,1.0483
0.64314,0.37904
1.013,0.67488
0.98969,0.18601
0.56414,0.11615
0.74663,0.13558
0.3588,0.86478
0.98353,0.8506
0.19103,0.96786
0.81033,0.2871
-0.085933,0.22805
0.643,0.037919
0.82443,0.82403
-0.02667,0.30286
0.41582,0.79062
0.37642,0.3912
-0.0066957,0.59473
0.34576,0.601
0.49977,0.29014
0.3186,0.85163
0.59528,0.29371
0.5665,0.62675
0.46558,0.64543
0.29043,0.51932
-0.046594,0.41516
-0.015046,0.67618
0.95825,0.752
0.62217,0.58633
0.66653,0.47114
0.2397,0.34233
0.13479,0.53651
-0.074975,0.84091
0.59111,0.25472
0.24715,0.52863
0.92923,0.13436
0.79697,0.10077
0.2962,0.33894
0.17853,0.098489
1.0138,0.3271
0.1336,0.44245
1.0363,0.41622
0.25119,0.99316
0.24134,-0.049971
0.61992,0.5474
0.70051,-0.054439
0.46716,0.25242
0.37271,0.6405
0.16818,0.90621
0.4218,0.43118
0.18004,0.56708
0.72091,0.94555
0.14931,0.36816
0.30489,0.39387
0.007062,0.24414
0.43734,0.45013
0.00069351,0.80167
0.031453,0.28052
0.84044,0.11153
0.60843,0.68508
0.17496,0.025184
0.85647,0.87246
1.0187,0.53751
0.28872,-0.018847
0.36735,0.21911
0.86766,0.51742
0.41176,0.74456
0.58536,0.24726
0.69431,0.074637
1.0461,0.75473
0.78679,0.65306
0.3129,0.68986
